"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
8.366605125E0,3.592529297E-3,1.392254791E0,9.699080658E0
8.386716125E0,2.724334717E-2,1.405427399E0,9.641600189E0
8.406827125E0,6.526428223E-2,1.420845337E0,9.594298553E0
8.426937125E0,1.315763855E-1,1.343156891E0,9.697883148E0
8.447048125E0,7.753875732E-2,1.364712067E0,9.713600464E0
8.467159125E0,4.775070190E-2,1.346150665E0,9.776769104E0
8.487270125E0,7.903564453E-2,1.318308563E0,9.884694672E0
8.507380125E0,9.894424438E-2,1.291663971E0,9.806108093E0
8.527491125E0,1.261875916E-1,1.325044556E0,9.696086884E0
8.547602125E0,1.230441284E-1,1.346450043E0,9.683363342E0
8.567712125E0,8.771759033E-2,1.379231873E0,9.712852020E0
8.587823125E0,6.750961304E-2,1.384620667E0,9.766141205E0
8.607934125E0,7.469467163E-2,1.334924011E0,9.796827393E0
8.628044125E0,5.269042969E-2,1.369053040E0,9.714648285E0
8.648155125E0,3.891906738E-2,1.369801483E0,9.677974548E0
8.668266125E0,4.805007935E-2,1.365759888E0,9.704918518E0
8.688376125E0,4.879852295E-2,1.332678680E0,9.712402954E0
8.708487125E0,8.068222046E-2,1.362317047E0,9.642198944E0
8.728598125E0,6.331832886E-2,1.360820160E0,9.651479645E0
8.748708125E0,8.786727905E-2,1.360520782E0,9.651030579E0
8.768819125E0,2.245330811E-2,1.375489655E0,9.690548401E0
8.788930125E0,-1.736389160E-2,1.351240082E0,9.714199219E0
8.809040125E0,2.514770508E-2,1.310674438E0,9.777966614E0
8.829151125E0,1.407073975E-2,1.344055023E0,9.665849762E0
8.849262125E0,6.062393188E-2,1.354084167E0,9.715696106E0
8.869372125E0,1.136137390E-1,1.355431366E0,9.719138947E0
8.889483125E0,1.431024170E-1,1.332379303E0,9.691596222E0
8.909594125E0,1.237925720E-1,1.354682922E0,9.699380035E0
8.929705125E0,1.077758789E-1,1.374441833E0,9.676178284E0
8.949815125E0,2.305206299E-2,1.345102844E0,9.738299103E0
8.969926125E0,1.706451416E-2,1.319655762E0,9.781259766E0
8.990037125E0,-9.280700684E-3,1.346150665E0,9.718240814E0
9.010147125E0,-8.382568359E-3,1.299148407E0,9.706565094E0
9.030258125E0,1.167572021E-2,1.309476929E0,9.813442841E0
9.050369125E0,4.236190796E-2,1.358425140E0,9.709109802E0
9.070479125E0,5.688171387E-3,1.389410706E0,9.527687073E0
9.090590125E0,2.095642090E-3,1.354084167E0,9.519005127E0
9.110701125E0,-6.227050781E-2,1.327589264E0,9.663903809E0
9.130811125E0,-9.385482788E-2,1.324445801E0,9.779613190E0
9.150922125E0,-6.750961304E-2,1.314416656E0,9.780960388E0
9.171033125E0,-8.831634521E-2,1.365909576E0,9.719138947E0
9.191143125E0,-1.016386414E-1,1.395697632E0,9.666747894E0
9.211254125E0,-1.303788757E-1,1.338815918E0,9.751920776E0
9.231365125E0,-1.628613281E-1,1.381477203E0,9.799821167E0
9.251475125E0,-2.047741699E-1,1.374591522E0,9.691446533E0
9.271586125E0,-1.365161133E-1,1.343905334E0,9.555379486E0
9.291697125E0,-1.706451416E-1,1.355880432E0,9.615105286E0
9.311807125E0,-1.597178650E-1,1.337169342E0,9.667646027E0
9.331918125E0,-1.927990723E-1,1.368603973E0,9.671987000E0
9.352029125E0,-1.727407837E-1,1.404678955E0,9.700876923E0
9.372139125E0,-1.692979431E-1,1.370699615E0,9.680369568E0
9.392250125E0,-1.749861145E-1,1.390458527E0,9.698182526E0
9.412361125E0,-1.809736633E-1,1.438508606E0,9.650731201E0
9.432471125E0,-2.177970886E-1,1.442849579E0,9.675729218E0
9.452582125E0,-1.613644409E-1,1.393302612E0,9.804760895E0
9.472693125E0,-2.044747925E-1,1.396146698E0,9.787995758E0
9.492803125E0,-2.703378296E-1,1.425036621E0,9.845027161E0
9.512914125E0,-2.586621094E-1,1.378333740E0,9.986333313E0
9.533025125E0,-2.094145203E-1,1.357527008E0,9.980495453E0
9.553135125E0,-1.341210938E-1,1.352437592E0,9.791438599E0
9.573246125E0,-1.904040527E-1,1.259031830E0,9.709409180E0
9.593357125E0,-1.899549866E-1,1.296454010E0,9.673034821E0
9.613467125E0,-2.748284912E-1,1.325343933E0,9.720037079E0
9.633578125E0,-1.377136230E-1,1.304836578E0,9.586065674E0
9.653689125E0,-1.209484863E-1,1.341959381E0,9.345815277E0
9.673799125E0,-7.933502197E-2,1.310824127E0,9.482032013E0
9.693910125E0,-1.483415222E-1,1.292113037E0,9.685608673E0
9.714021125E0,-2.689906311E-1,1.203647003E0,9.720336456E0
9.734131125E0,-1.805245972E-1,1.251996460E0,9.646390228E0
9.754242125E0,-5.658233643E-2,1.223106537E0,9.620045013E0
9.774353125E0,5.688171387E-3,1.180445251E0,9.578581238E0
9.794463125E0,-1.930984497E-2,1.421444092E0,9.360185394E0
9.814574125E0,1.160087585E-1,1.631307678E0,9.256301422E0
9.834685125E0,2.908451843E-1,1.769170990E0,9.204958191E0
9.854795125E0,5.454656982E-1,1.721420288E0,9.269773407E0
9.874906125E0,8.669970703E-1,1.397344208E0,9.630223846E0
9.895017125E0,1.007854156E0,1.291813660E0,1.023601410E1
9.915127125E0,1.006656647E0,1.280137939E0,1.038944504E1
9.935238125E0,9.547146606E-1,1.321601715E0,1.067699707E1
9.955349125E0,9.888436890E-1,1.517993317E0,1.048674271E1
9.975459125E0,8.604107666E-1,1.755848694E0,1.001327728E1
9.995570125E0,6.007008362E-1,1.920206909E0,9.515711975E0
1.001568113E1,4.460723877E-1,1.867815857E0,9.240733795E0
1.003579212E1,2.089654541E-1,1.789977722E0,9.244326324E0
1.005590212E1,3.534150696E-1,1.787882080E0,8.991202698E0
1.007601312E1,2.935395813E-1,1.949994965E0,9.271120605E0
1.009612413E1,4.796026611E-1,1.818119202E0,9.287436676E0
1.011623413E1,5.655239868E-1,1.825753326E0,9.383536835E0
1.013634513E1,5.614823914E-1,1.751956787E0,9.552834778E0
1.015645612E1,7.241940308E-1,1.696871338E0,9.558972015E0
1.017656612E1,7.526348877E-1,1.670975189E0,9.442214813E0
1.019667713E1,7.315287781E-1,1.655706940E0,9.322014771E0
1.021678813E1,6.966513062E-1,1.604663086E0,9.478589172E0
1.023689813E1,6.788383484E-1,1.637295227E0,9.575288086E0
1.025700912E1,7.388635254E-1,1.667831726E0,9.579629059E0
1.027712012E1,8.080197144E-1,1.784439240E0,9.347162476E0
1.029723012E1,7.529342651E-1,1.735491028E0,9.313183136E0
1.031734113E1,7.279362488E-1,1.679657135E0,9.505383453E0
1.033745225E1,7.610174561E-1,1.660646667E0,9.468709717E0
1.035756225E1,8.216413879E-1,1.594035187E0,9.320667572E0
1.037767325E1,8.445437622E-1,1.497336273E0,9.240434418E0
1.039778325E1,8.081694031E-1,1.489103394E0,9.462722168E0
1.041789425E1,8.508306885E-1,1.569785614E0,9.596843262E0
1.043800525E1,1.006506958E0,1.696571960E0,9.736951904E0
1.045811525E1,8.315208435E-1,1.697619781E0,1.023092468E1
1.047822625E1,6.870712280E-1,1.618135071E0,1.068627777E1
1.049833725E1,6.358776855E-1,1.631457367E0,1.114417557E1
1.051844725E1,5.745053101E-1,9.984237671E-1,1.161584473E1
1.053855825E1,4.162843323E-1,3.754193115E-1,1.213032486E1
1.055866925E1,3.576063538E-1,2.743794250E-1,1.188498505E1
1.057877925E1,2.561174011E-1,5.289999390E-1,1.129775620E1
1.059889025E1,2.481838989E-1,7.137158203E-1,1.076860657E1
1.061900125E1,2.567161560E-1,7.267387390E-1,1.038779846E1
1.063911125E1,-2.095642090E-3,6.262976074E-1,1.021341110E1
1.065922225E1,-5.306465149E-1,5.083428955E-1,1.009066635E1
1.067933325E1,-1.001118164E0,4.764591980E-1,9.927206268E0
1.069944325E1,-1.219514008E0,5.492079163E-1,9.699829102E0
1.071955425E1,-1.098565521E0,6.953041077E-1,9.552385712E0
1.073966525E1,-8.894503784E-1,7.779322815E-1,9.247170410E0
1.075977525E1,-7.438032532E-1,8.592132568E-1,9.304052124E0
1.077988625E1,-6.357279968E-1,8.891510010E-1,9.500144348E0
1.079999725E1,-5.237608337E-1,6.427633667E-1,9.849218445E0
1.082010725E1,-3.620970154E-1,4.721182251E-1,9.936337280E0
1.084021825E1,-2.418969727E-1,5.266049194E-1,9.792037354E0
1.086032925E1,-2.926414490E-1,8.095166016E-1,9.333391113E0
1.088043925E1,-1.203497314E-1,1.049916687E0,8.844208374E0
1.090055025E1,5.313949585E-2,1.443897400E0,8.324040070E0
1.092066125E1,1.378633118E-1,1.757794647E0,7.846383362E0
1.094077125E1,2.007325745E-1,1.873204651E0,7.550748138E0
1.096088225E1,1.995350647E-1,1.928589478E0,7.794591064E0
1.098099325E1,8.143066406E-2,1.893712006E0,8.361312561E0
1.100110325E1,-8.981323242E-4,1.801204376E0,8.687334595E0
1.102121425E1,-1.604663086E-1,1.848206635E0,8.899144135E0
1.104132525E1,-2.883004761E-1,1.867666168E0,9.105864258E0
1.106143525E1,-2.808160400E-1,1.891466675E0,9.472601624E0
1.108154625E1,-1.995350647E-1,1.987117767E0,9.520502014E0
1.110165625E1,-1.005908203E-1,2.153721313E0,9.285939789E0
1.112176725E1,-2.110610962E-2,2.340233459E0,9.153465271E0
1.114187825E1,8.232879639E-3,2.249222717E0,9.330996094E0
1.116198825E1,2.335144043E-2,2.006577301E0,9.571994934E0
1.118209925E1,-5.239105225E-2,1.652114410E0,1.005069946E1
1.120221025E1,-1.112187195E-1,1.548679504E0,1.064675995E1
1.122232025E1,-2.694396973E-1,1.973645782E0,1.099852844E1
1.124243125E1,-3.622467041E-2,2.124831390E0,1.045276337E1
1.126254225E1,1.701960754E-1,2.068847809E0,1.031385223E1
1.128265225E1,4.749623108E-1,1.691781921E0,1.067280579E1
1.130276325E1,8.607101440E-1,9.264234924E-1,1.137409744E1
1.132287425E1,8.900491333E-1,1.526824951E-2,1.225815903E1
1.134298438E1,7.023394775E-1,-4.728666687E-1,1.272084686E1
1.136309537E1,5.625302124E-1,-6.218069458E-1,1.239018448E1
1.138320638E1,6.973997498E-1,-4.632865906E-1,1.174173294E1
1.140331637E1,9.319619751E-1,-1.571731567E-2,1.044108765E1
1.142342738E1,1.040037231E0,3.567082214E-1,9.564959564E0
1.144353738E1,1.093176727E0,6.671626282E-1,9.028624878E0
1.146364838E1,9.768685913E-1,8.807684326E-1,8.904383240E0
1.148375937E1,7.128176880E-1,8.279283142E-1,9.194929047E0
1.150386937E1,4.171824646E-1,6.491999817E-1,9.750423889E0
1.152398038E1,1.718426514E-1,6.673123169E-1,1.012539413E1
1.154409138E1,1.170565796E-1,9.388476562E-1,9.722432098E0
1.156420138E1,2.441423035E-1,1.101858673E0,8.875942383E0
1.158431237E1,4.534071350E-1,1.390009460E0,7.991581421E0
1.160442337E1,5.828878784E-1,1.688638458E0,7.724985809E0
1.162453337E1,5.101391602E-1,1.854942627E0,7.898325348E0
1.164464438E1,3.384461975E-1,1.877096558E0,8.256081390E0
1.166475537E1,2.667453003E-1,1.862876129E0,8.271649017E0
1.168486538E1,3.053649902E-1,1.772314453E0,8.402027893E0
1.170497637E1,4.309538269E-1,1.626218262E0,8.588540039E0
1.172508637E1,4.575984192E-1,1.506766663E0,8.781189423E0
1.174519737E1,5.002597046E-1,1.597328339E0,8.837921448E0
1.176530838E1,6.117778015E-1,1.870809631E0,8.757987671E0
1.178541838E1,7.934999084E-1,2.035916290E0,8.709787903E0
1.180552938E1,7.349716187E-1,2.224673767E0,8.801397400E0
1.182564037E1,6.571334839E-1,2.370171204E0,9.033714294E0
1.184575037E1,6.101312256E-1,2.106719055E0,9.684411163E0
1.186586138E1,3.867956543E-1,1.425186310E0,1.040366547E1
1.188597238E1,3.755690002E-1,1.320553894E0,1.080108902E1
1.190608238E1,3.730242920E-1,2.282603302E0,1.092128906E1
1.192619337E1,1.600172424E-1,2.190694427E0,1.107486969E1
1.194630338E1,-1.796264648E-2,2.361788635E0,1.172287216E1
1.196641437E1,-2.293231201E-1,1.858385468E0,1.221489899E1
1.198652538E1,-7.671546936E-1,8.238867188E-1,1.303893539E1
1.200663538E1,-9.716294861E-1,-9.849517822E-2,1.358006012E1
1.202674638E1,-1.219663696E0,-4.688250732E-1,1.331481171E1
1.204685737E1,-1.019529877E0,-3.144960022E-1,1.241413467E1
1.206696737E1,-6.384223938E-1,3.188369751E-2,1.061457687E1
1.208707837E1,-6.289920044E-1,5.450166321E-1,9.166039124E0
1.210718938E1,-4.547543335E-1,1.029259644E0,8.375532990E0
1.212729938E1,-6.221063232E-1,1.183588715E0,8.320746918E0
1.214741038E1,-3.829037476E-1,1.124611359E0,8.453371124E0
1.216752038E1,-2.061213684E-1,9.041198730E-1,8.271649017E0
1.218763137E1,8.771759033E-2,6.816824341E-1,7.918084259E0
1.220774238E1,1.902543640E-1,5.430706787E-1,8.066425781E0
1.222785237E1,1.856140137E-2,9.297166443E-1,8.361761627E0
1.224796338E1,4.864883423E-2,1.161883850E0,8.040379944E0
1.226807437E1,2.544708252E-3,1.473685455E0,7.843688965E0
1.228818438E1,7.574249268E-2,1.735940094E0,7.968080292E0
1.230829537E1,1.459465027E-1,1.721420288E0,8.157137146E0
1.232840638E1,2.677931213E-1,1.585203552E0,8.518934784E0
1.234851654E1,2.383044434E-1,1.497186584E0,8.981173553E0
1.236862754E1,2.507286072E-1,1.463806000E0,9.113947449E0
1.238873754E1,2.348616028E-1,1.495090942E0,9.100924530E0
1.240884854E1,1.345701599E-1,1.609752502E0,9.151070251E0
1.242895954E1,1.604663086E-1,1.829645233E0,9.237740021E0
1.244906954E1,1.199006653E-1,2.199975128E0,9.112749939E0
1.246918054E1,1.727407837E-1,2.624342651E0,8.887468414E0
1.248929154E1,8.951385498E-2,2.692001953E0,9.101074219E0
1.250940154E1,1.285826111E-1,2.232008514E0,9.407037964E0
1.252951254E1,-1.811233521E-1,2.040706329E0,1.002674927E1
1.254962254E1,-4.887336731E-1,2.322570190E0,1.082982925E1
1.256973354E1,-5.795947266E-1,2.786605225E0,1.172047714E1
1.258984454E1,1.466949463E-2,2.138752441E0,1.199455719E1
1.260995454E1,3.421884155E-1,1.823208618E0,1.260573624E1
1.263006554E1,4.174818420E-1,1.013841705E0,1.307530975E1
1.265017654E1,7.219487000E-1,-8.113128662E-2,1.352796844E1
1.267028654E1,5.632786560E-1,-4.806504822E-1,1.365385666E1
1.269039754E1,6.364764404E-1,-6.876699829E-1,1.274075546E1
1.271050754E1,8.791218567E-1,-3.420387268E-1,1.133637589E1
1.273061854E1,1.245859222E0,-1.773811340E-1,9.914333038E0
1.275072954E1,1.248104553E0,3.860472107E-1,9.015601959E0
1.277083954E1,1.076710968E0,9.409432983E-1,8.236921234E0
1.279095054E1,7.729925537E-1,1.223256226E0,7.900420990E0
1.281106154E1,4.564009094E-1,1.035995636E0,8.033194885E0
1.283117154E1,1.296304321E-1,7.280859375E-1,8.472381592E0
1.285128254E1,-2.796185303E-1,9.578581238E-1,8.611741791E0
1.287139254E1,-4.444258118E-1,1.203197937E0,8.037386169E0
1.289150354E1,-6.912625122E-1,1.396745453E0,7.988288269E0
1.291161454E1,-6.147715759E-1,1.767674103E0,8.136629791E0
1.293172454E1,-3.275189209E-1,1.992656250E0,7.856262817E0
1.295183554E1,-1.142124939E-1,2.163900146E0,7.418872375E0
1.297194654E1,1.841171265E-2,2.093696136E0,7.264692993E0
1.299205654E1,-3.038681030E-2,2.014211426E0,7.796387329E0
1.301216754E1,-1.275347900E-1,1.865420837E0,8.266559601E0
1.303227754E1,-8.532257080E-3,1.504671021E0,8.728498993E0
1.305238854E1,6.032455444E-2,1.477427673E0,9.553732910E0
1.307249954E1,1.914518738E-1,1.715881805E0,9.936486969E0
1.309260954E1,1.434017944E-1,2.126927032E0,9.904603271E0
1.311272054E1,1.760339355E-1,2.330054626E0,9.758207703E0
1.313283154E1,1.811233521E-1,2.159259796E0,1.005099884E1
1.315294154E1,1.059796143E-1,1.762884064E0,1.037806870E1
1.317305254E1,2.442919922E-1,1.887425079E0,1.127530289E1
1.319316254E1,3.568579102E-1,2.571951599E0,1.170865173E1
1.321327354E1,1.974394226E-1,2.377655640E0,1.144385239E1
1.323338454E1,-4.939727783E-3,1.807790680E0,1.178708862E1
1.325349454E1,-2.348616028E-1,9.268725586E-1,1.265169067E1
1.327360554E1,-6.426136780E-1,-6.122268677E-2,1.327798828E1
1.329371654E1,-9.193881226E-1,-5.409750366E-1,1.333127747E1
1.331382654E1,-1.507664795E0,-7.963439941E-2,1.249257156E1
1.333393754E1,-1.244362335E0,5.050497437E-1,1.091934311E1
1.335404754E1,-1.095422058E0,7.917036438E-1,9.814790039E0
1.337415854E1,-6.572831726E-1,1.047521667E0,8.864566040E0
1.339426954E1,-4.550537109E-1,1.084644470E0,8.749904480E0
1.341437954E1,-5.231620789E-1,9.472302246E-1,8.802145844E0
1.343449054E1,-2.683918762E-1,6.069877625E-1,8.836424561E0
1.345460054E1,-1.588197327E-1,5.007087708E-1,8.595725098E0
1.347471154E1,5.508544922E-2,6.503974915E-1,8.007298737E0
1.349482254E1,1.673519897E-1,9.804611206E-1,7.469467163E0
1.351493254E1,2.944377136E-1,1.342408447E0,6.824159088E0
1.353504354E1,2.643502808E-1,1.525028687E0,6.086792450E0
1.355515454E1,1.654060364E-1,1.781295776E0,6.165528717E0
1.357526454E1,3.558100891E-1,1.801054688E0,6.602170715E0
1.359537554E1,4.540058899E-1,1.583706665E0,7.367978210E0
1.361548554E1,3.403921509E-1,1.221160583E0,8.375982056E0
1.363559654E1,-2.067201233E-1,1.768422546E0,9.237740021E0
1.365570754E1,8.921447754E-2,1.298100586E0,9.577084351E0
1.367581754E1,5.059478760E-1,8.494834900E-1,1.000279907E1
1.369592854E1,6.581813049E-1,6.923103333E-1,1.086799988E1
1.371603954E1,-7.319778442E-2,1.861528931E0,1.099897751E1
1.373614954E1,9.116043091E-2,1.666334839E0,1.088955505E1
1.375626054E1,3.679348755E-1,1.336420898E0,1.172182434E1
1.377637054E1,4.261637878E-1,1.082548828E0,1.215921478E1
1.379648154E1,3.653901672E-1,1.382225647E0,1.213541428E1
1.381659254E1,1.106199646E-1,2.273771667E0,1.181298477E1
1.383670254E1,8.472381592E-2,2.035766602E0,1.143307480E1
1.385681354E1,5.533992004E-1,2.954855347E-1,1.124012604E1
1.387692354E1,6.506968689E-1,-1.083596649E0,1.297022827E1
1.389703454E1,-2.523751831E-1,-1.283880157E0,1.374082581E1
1.391714554E1,3.083587646E-1,-1.220561829E0,1.261651382E1
1.393725554E1,2.080673218E-1,-1.004860382E0,1.139220978E1
1.395736654E1,4.556524658E-1,-6.411167908E-1,1.102891525E1
1.397747754E1,6.854246521E-1,-1.499880981E-1,9.724976807E0
1.399758754E1,6.201603699E-1,3.508703613E-1,8.665180664E0
1.401769854E1,3.734733582E-1,5.993536377E-1,8.261769562E0
1.403780854E1,2.203417969E-1,6.918612671E-1,8.071814575E0
1.405791954E1,2.561174011E-1,6.971003723E-1,8.028255157E0
1.407803054E1,-1.007405090E-1,7.918533325E-1,8.067024536E0
1.409814054E1,-1.742376709E-1,9.939331055E-1,8.100405121E0
1.411825154E1,-8.786727905E-2,1.241218872E0,7.841593323E0
1.413836154E1,5.388793945E-2,1.550625458E0,7.525450745E0
1.415847254E1,5.643264771E-2,1.676663361E0,7.410639496E0
1.417858354E1,2.806663513E-1,1.775757294E0,7.578141174E0
1.419869354E1,3.767665100E-1,1.468446350E0,7.970175934E0
1.421880454E1,3.477268982E-1,1.164578247E0,8.472531281E0
1.423891554E1,3.153941345E-1,8.969348145E-1,9.097781067E0
1.425902554E1,3.920347595E-1,9.668394470E-1,9.692793732E0
1.427913654E1,4.845423889E-1,1.175804901E0,9.774074707E0
1.429924654E1,3.611988831E-1,1.442550201E0,9.814640350E0
1.431935754E1,1.835183716E-1,1.754950562E0,9.959838409E0
1.433946850E1,-5.239105225E-2,1.988764343E0,1.002914429E1
1.435957850E1,-7.783813477E-2,1.930086365E0,1.017045044E1
1.437968950E1,3.218307495E-2,1.732497253E0,1.028645920E1
1.439980050E1,4.090992737E-1,1.503623199E0,1.014335678E1
1.441991050E1,5.721102905E-1,1.874102783E0,1.003408401E1
1.444002150E1,4.245172119E-1,2.478845215E0,1.007839188E1
1.446013150E1,4.442761230E-1,2.008074188E0,1.051937485E1
1.448024250E1,3.845503235E-1,1.431772614E0,1.138457565E1
1.450035350E1,-3.188369751E-1,1.202898560E0,1.233704498E1
1.452046350E1,-1.150357819E0,4.819976807E-1,1.277383667E1
1.454057450E1,-1.438807983E0,1.570234680E-1,1.262010635E1
1.456068550E1,-1.347048798E0,2.993774414E-4,1.179786621E1
1.458079550E1,-1.140178986E0,6.451583862E-2,1.055934174E1
1.460090650E1,-9.398954773E-1,5.086422729E-1,9.870623932E0
1.462101650E1,-6.923103333E-1,7.415579224E-1,9.463021545E0
1.464112750E1,-5.827381897E-1,8.033793640E-1,9.191186829E0
1.466123850E1,-5.276527405E-1,9.072633362E-1,9.381141815E0
1.468134850E1,-4.992118835E-1,7.315287781E-1,9.681267700E0
1.470145950E1,-4.266128540E-1,5.369334412E-1,9.565408630E0
1.472156950E1,-8.053253174E-2,4.489164734E-1,9.315129089E0
1.474168050E1,1.320254517E-1,7.250921631E-1,8.758287048E0
1.476179150E1,3.177891541E-1,1.047222290E0,7.993677063E0
1.478190150E1,5.108876038E-1,1.295555878E0,7.641309814E0
1.480201250E1,5.137316895E-1,1.711690521E0,7.289391632E0
1.482212350E1,3.138972473E-1,1.966161346E0,7.087611237E0
1.484223350E1,1.812730408E-1,2.003733215E0,7.519163818E0
1.486234450E1,1.426533508E-1,1.871258698E0,8.111332397E0
1.488245550E1,1.022373962E-1,1.673519897E0,8.397686920E0
1.490256550E1,4.011657715E-2,1.598825226E0,8.735234985E0
1.492267650E1,-2.454895020E-2,1.581760712E0,9.297615509E0
1.494278650E1,-6.915618896E-2,1.629810791E0,9.626930695E0
1.496289750E1,-1.835183716E-1,1.931882629E0,9.845176849E0
1.498300850E1,-2.787203979E-1,2.156565399E0,1.028780640E1
1.500311850E1,-1.541793823E-2,2.292482758E0,1.031160690E1
1.502322950E1,2.507286072E-1,2.014810181E0,1.074630295E1
1.504334050E1,4.706213379E-1,1.761985931E0,1.175490555E1
1.506345050E1,5.029541016E-1,2.621648254E0,1.179457306E1
1.508356150E1,1.585203552E-1,2.396366730E0,1.138427628E1
1.510367150E1,2.290237427E-2,2.210603027E0,1.135852982E1
1.512378250E1,2.287243652E-1,1.332978058E0,1.151839737E1
1.514389350E1,6.491999817E-1,1.297801208E-1,1.223001755E1
1.516400350E1,8.467890930E-1,-3.046165466E-1,1.260438904E1
1.518411450E1,5.644761658E-1,-2.923420715E-1,1.191103088E1
1.520422450E1,7.077282715E-1,-2.026785278E-1,1.063044388E1
1.522433550E1,1.008153534E0,3.359014893E-1,9.742939453E0
1.524444650E1,1.519789581E0,4.799020386E-1,9.015452271E0
1.526455650E1,1.418749695E0,9.991722107E-1,8.474626923E0
1.528466750E1,1.072519684E0,1.143472137E0,8.176147614E0
1.530477850E1,6.584806824E-1,6.700067139E-1,8.484805756E0
1.532488850E1,2.401007080E-1,3.629951477E-1,9.313183136E0
1.534499925E1,2.993774414E-3,3.680845642E-1,9.563762054E0
1.536510925E1,8.547225952E-2,6.393205261E-1,8.969198456E0
1.538522025E1,-9.774673462E-2,1.222507782E0,8.306077423E0
1.540533125E1,-2.233355713E-1,1.631307678E0,7.948920135E0
1.542544125E1,-1.104702759E-1,1.996997223E0,7.574848022E0
1.544555225E1,1.047821045E-2,2.117197266E0,7.323520660E0
1.546566325E1,3.936813354E-2,2.023192749E0,7.618257751E0
1.548577325E1,9.744735718E-2,1.816921692E0,8.249495087E0
1.550588425E1,1.535806274E-1,1.601669312E0,8.779243469E0
1.552599425E1,2.420466614E-1,1.493743744E0,9.074579315E0
1.554610525E1,3.760180664E-1,1.856589203E0,9.109307098E0
1.556621625E1,5.134323120E-1,2.217039642E0,8.997938690E0
1.558632625E1,3.980223083E-1,2.497406616E0,9.012308807E0
1.560643725E1,2.001338196E-1,2.678829346E0,9.109606476E0
1.562654825E1,3.080593872E-1,2.686463470E0,9.820927277E0
1.564665825E1,7.695497131E-1,1.991758118E0,1.083791245E1
1.566676925E1,7.577243042E-1,1.233135681E0,1.164548309E1
1.568687925E1,6.704557800E-1,1.803749084E0,1.203033279E1
1.570699025E1,5.734574890E-1,2.083666992E0,1.153156998E1
1.572710125E1,-2.694396973E-3,1.986219635E0,1.200623291E1
1.574721125E1,-2.258802795E-1,1.900897064E0,1.248329086E1
